,date,Open,Low,High,Close,Volume,macd,macd_signal
6625,2021-01-04 09:30:00,375.31,373.54,375.45,374.11,3829335,0.5158375564562334,0.30825077395806516
6626,2021-01-04 09:45:00,374.1,373.11,374.34,373.51,2475997,0.5163915025443657,0.3498789196753253
6627,2021-01-04 10:00:00,373.53,372.56,373.74,372.57,2135845,0.4359549474561959,0.3670941252314994
6628,2021-01-04 10:15:00,372.575,372.14,372.78,372.49,2721962,0.36158494050727086,0.36599228828665376
6629,2021-01-04 10:30:00,372.48,371.7,372.5999,371.985,3569046,0.2589123146583461,0.34457629356099223
6630,2021-01-04 10:45:00,371.9801,369.82,371.9801,369.98,4375542,0.015577211048366735,0.27877647705846714
6631,2021-01-04 11:00:00,369.995,367.6522,370.45,369.3,5368854,-0.229492482219257,0.17712268520292232
6632,2021-01-04 11:15:00,369.32,368.56,369.43,368.9881,3086609,-0.44376426489645837,0.05294529518304618
6633,2021-01-04 11:30:00,368.98,368.06,368.987,368.25,3516362,-0.6654636471661775,-0.09073649328679856
6634,2021-01-04 11:45:00,368.28,366.69,368.33,366.96,3002348,-0.9344820959852882,-0.2594856138264965
6635,2021-01-04 12:00:00,366.95,365.18,367.25,365.28,3919894,-1.2686192613450658,-0.4613123433302104
6636,2021-01-04 12:15:00,365.27,364.82,366.53,366.463,4395598,-1.4215800688339186,-0.6533658884309521
6637,2021-01-04 12:30:00,366.4599,365.2311,366.4599,365.415,2427195,-1.6088219542587012,-0.844457101596502
6638,2021-01-04 12:45:00,365.4119,365.01,366.42,366.2701,3716891,-1.6689741784033458,-1.0093605169578708
6639,2021-01-04 13:00:00,366.27,366.07,367.17,367.045,2478347,-1.6352669559707351,-1.1345418047604436
6640,2021-01-04 13:15:00,367.05,367.0199,368.25,367.96,2407626,-1.5172311896093902,-1.211079681730233
6641,2021-01-04 13:30:00,367.95,367.39,368.24,367.82,2854922,-1.4186307323221854,-1.2525898918486236
6642,2021-01-04 13:45:00,367.84,367.78,368.64,368.595,1630526,-1.2633895679823581,-1.2547498270753705
6643,2021-01-04 14:00:00,368.59,367.24,368.62,367.78,2358798,-1.1923785182234496,-1.2422755653049866
6644,2021-01-04 14:15:00,367.79,367.48,368.095,367.8,1396642,-1.1215592796007172,-1.2181323081641326
6645,2021-01-04 14:30:00,367.795,366.93,367.795,367.28,2471449,-1.094774300285394,-1.1934607065883849
6646,2021-01-04 14:45:00,367.27,366.6,368.13,367.98,3245328,-1.0054724013883742,-1.155863045548383
6647,2021-01-04 15:00:00,367.97,367.05,368.17,367.911,3094592,-0.9295524247438607,-1.1106009213874786
6648,2021-01-04 15:15:00,367.92,367.3,367.99,367.61,2948154,-0.8834891675466565,-1.0651785706193142
6649,2021-01-04 15:30:00,367.61,367.21,368.8,368.64,4543776,-0.7551662262378045,-1.0031761017430123
6650,2021-01-04 15:45:00,368.63,368.39,369.55,368.85,14703616,-0.6292702895856905,-0.928394939311548
6651,2021-01-05 09:30:00,368.1,368.05,370.745,370.3599,3584257,-0.40301483734157273,-0.823318918917553
6652,2021-01-05 09:45:00,370.36,369.86,370.49,370.1301,1920161,-0.23948803188153533,-0.7065527415103495
6653,2021-01-05 10:00:00,370.16,370.0508,370.92,370.355,1923779,-0.09069879077310361,-0.5833819513629004
6654,2021-01-05 10:15:00,370.355,369.28,370.62,369.7467,3568356,-0.021617775195068134,-0.47102911612933396
6655,2021-01-05 10:30:00,369.75,368.43,369.7889,368.5,3425275,-0.0666999678311413,-0.39016328646969545
6656,2021-01-05 10:45:00,368.495,368.455,369.93,368.815,2896503,-0.07613245530575341,-0.3273571202369071
6657,2021-01-05 11:00:00,368.82,368.61,369.35,368.81,2380156,-0.08305383489062024,-0.2784964631676497
6658,2021-01-05 11:15:00,368.8,368.31,369.59,369.57,2091536,-0.026903305107907727,-0.22817783155570132
6659,2021-01-05 11:30:00,369.5719,369.4901,370.07,369.96,1045113,0.04850697668888415,-0.17284086990678424
6660,2021-01-05 11:45:00,369.96,369.67,370.09,369.75,1004642,0.09028418349043932,-0.12021585922733954
6661,2021-01-05 12:00:00,369.75,369.71,370.5319,370.0567,1272297,0.1464528306028683,-0.06688212126129797
6662,2021-01-05 12:15:00,370.06,369.66,370.18,369.8934,603563,0.1757638466527851,-0.01835292767848136
6663,2021-01-05 12:30:00,369.8967,369.86,370.37,370.0299,1503485,0.20761420000644648,0.02684049785850421
6664,2021-01-05 12:45:00,370.0281,369.9,370.55,370.5,959171,0.2677030614657383,0.07501301057995102
6665,2021-01-05 13:00:00,370.51,370.39,370.63,370.4918,1153751,0.31107635108230625,0.12222567868042208
6666,2021-01-05 13:15:00,370.495,370.33,370.58,370.3968,551761,0.33393489592629066,0.1645675221295958
6667,2021-01-05 13:30:00,370.393,370.36,370.6292,370.59,704204,0.363450452189511,0.20434410814157886
6668,2021-01-05 13:45:00,370.6,370.595,370.885,370.87,745793,0.40476947259872986,0.2444291810330091
6669,2021-01-05 14:00:00,370.88,370.8789,372.22,371.97,2904072,0.5202784547130932,0.2995990357690259
6670,2021-01-05 14:15:00,371.975,371.895,372.28,372.1586,1340901,0.6198928600196609,0.3636578006191529
6671,2021-01-05 14:30:00,372.1589,371.94,372.5,371.98,1198137,0.6766267347182975,0.42625158743898184
6672,2021-01-05 14:45:00,371.99,371.3601,372.061,371.44,1320156,0.6702885825908425,0.475058986469354
6673,2021-01-05 15:00:00,371.44,371.38,372.1,371.8167,1689348,0.687734320011316,0.5175940531777464
6674,2021-01-05 15:15:00,371.8101,371.02,371.895,371.06,3184534,0.633201671893346,0.5407155769208664
6675,2021-01-05 15:30:00,371.07,370.86,371.66,371.64,2803724,0.6295284954829299,0.558478160633279
6676,2021-01-05 15:45:00,371.625,371.14,372.22,371.32,7768937,0.5939494712812348,0.5655724227628702
6677,2021-01-06 09:30:00,369.71,369.12,371.17,371.097,4880396,0.5415163386869608,0.5607612059476884
6678,2021-01-06 09:45:00,371.09,370.93,372.41,372.23,4069320,0.5846468890626397,0.5655383425706787
6679,2021-01-06 10:00:00,372.2463,371.96,373.39,373.265,3350360,0.6943400907636601,0.591298692209275
6680,2021-01-06 10:15:00,373.27,373.2101,373.9799,373.8,3142879,0.8150474129993199,0.636048436367284
6681,2021-01-06 10:30:00,373.79,373.79,374.93,374.915,3275147,0.9892762561981954,0.7066940003334663
6682,2021-01-06 10:45:00,374.92,374.85,375.75,375.1031,3154558,1.1295116603431552,0.7912575323354042
6683,2021-01-06 11:00:00,375.11,375.02,375.85,375.685,2215798,1.2729301489428622,0.8875920556568959
6684,2021-01-06 11:15:00,375.7,375.67,376.16,375.8801,2395446,1.3863522679432663,0.9873440981141701
6685,2021-01-06 11:30:00,375.89,375.1,376.06,375.205,1894254,1.4055627341921308,1.0709878253297622
6686,2021-01-06 11:45:00,375.2055,375.17,375.71,375.4,1457399,1.4201514159062754,1.140820543445065
6687,2021-01-06 12:00:00,375.42,375.38,376.04,375.68,1641607,1.4377334153585934,1.2002031178277708
6688,2021-01-06 12:15:00,375.68,375.42,376.02,375.7335,800380,1.4393918660366012,1.248040867469537
6689,2021-01-06 12:30:00,375.73,375.73,376.2,376.08,2957611,1.451928921513229,1.2888184782782754
6690,2021-01-06 12:45:00,376.07,375.915,376.58,376.44,1473671,1.47392315105742,1.3258394128341044
6691,2021-01-06 13:00:00,376.445,376.3,376.71,376.7,1292853,1.4950989929959633,1.3596913288664763
6692,2021-01-06 13:15:00,376.71,376.085,376.98,376.13,2098936,1.449181501717078,1.3775893634365968
6693,2021-01-06 13:30:00,376.13,376.11,376.91,376.8,1438835,1.4501386638009421,1.392099223509466
6694,2021-01-06 13:45:00,376.795,376.39,376.98,376.4899,1074720,1.4096254584386543,1.395604470495304
6695,2021-01-06 14:00:00,376.48,376.45,376.9,376.6115,1710900,1.371520520238164,1.390787680443876
6696,2021-01-06 14:15:00,376.6,374.31,376.69,374.6699,5491274,1.1711508903632648,1.3468603224277538
6697,2021-01-06 14:30:00,374.66,374.02,375.7,374.9,5891846,1.019175244274777,1.2813233067971586
6698,2021-01-06 14:45:00,374.91,373.0,375.05,374.475,6797144,0.8545883392849873,1.1959763132947243
6699,2021-01-06 15:00:00,374.47,373.34,375.18,374.6569,5226116,0.730410127805385,1.1028630761968565
6700,2021-01-06 15:15:00,374.66,372.88,374.85,374.21,5246297,0.5891456016854022,1.0001195812945658
6701,2021-01-06 15:30:00,374.2,373.22,374.66,374.0701,6045454,0.46059424245538594,0.8922145135267299
6702,2021-01-06 15:45:00,374.06,372.83,374.17,373.53,12835995,0.31154352804486507,0.776080316430357
6703,2021-01-07 09:30:00,376.1,375.91,377.09,376.87,5431529,0.4576542956372691,0.7123951122717395
6704,2021-01-07 09:45:00,376.87,376.64,377.93,377.8601,3604936,0.6458954463648183,0.6990951790903552
6705,2021-01-07 10:00:00,377.88,377.7522,378.92,378.4401,4753561,0.8322850038138085,0.725733144035046
6706,2021-01-07 10:15:00,378.45,378.45,379.28,379.013,2861553,1.0145334034811526,0.7834931959242674
6707,2021-01-07 10:30:00,379.015,378.82,379.27,379.1225,2658853,1.154494019705055,0.857693360680425
6708,2021-01-07 10:45:00,379.13,379.12,379.54,379.48,2183271,1.2795116646701672,0.9420570214783734
6709,2021-01-07 11:00:00,379.48,378.9101,379.86,378.92,2632663,1.3182062678232,1.0172868707473388
6710,2021-01-07 11:15:00,378.91,378.78,379.2599,378.94,1154316,1.3350957002898554,1.080848636655842
6711,2021-01-07 11:30:00,378.93,378.848,379.285,379.1863,2091540,1.3527612590567628,1.1352311611360264
6712,2021-01-07 11:45:00,379.19,378.64,379.32,378.785,1482672,1.319173178215408,1.1720195645519027
6713,2021-01-07 12:00:00,378.79,378.435,378.97,378.5269,1294093,1.2572352439012775,1.1890627004217778
6714,2021-01-07 12:15:00,378.53,378.315,378.72,378.3755,1971662,1.1823034122431864,1.1877108427860597
6715,2021-01-07 12:30:00,378.38,378.38,378.68,378.53,597131,1.1224473798929466,1.1746581502074371
6716,2021-01-07 12:45:00,378.54,378.52,378.995,378.9101,739174,1.0930815724402692,1.1583428346540035
6717,2021-01-07 13:00:00,378.92,378.46,379.1681,378.68,1280676,1.0392618478270492,1.1345266372886127
6718,2021-01-07 13:15:00,378.6806,378.44,378.8976,378.48,756525,0.969297541103515,1.1014808180515931
6719,2021-01-07 13:30:00,378.51,378.48,379.0364,378.98,802437,0.9433221151394946,1.0698490774691736
6720,2021-01-07 13:45:00,378.98,378.64,379.02,378.971,668384,0.9115029396389787,1.0381798499031347
6721,2021-01-07 14:00:00,378.9782,378.823,379.23,379.0,1517375,0.8784992786099792,1.0062437356445035
6722,2021-01-07 14:15:00,379.0,378.68,379.07,378.725,1771466,0.8206929996999293,0.9691335884555887
6723,2021-01-07 14:30:00,378.73,378.73,379.15,379.07,961738,0.7935719207852117,0.9340212549215133
6724,2021-01-07 14:45:00,379.06,378.85,379.3,379.2989,1073804,0.7815394866408383,0.9035249012653783
6725,2021-01-07 15:00:00,379.29,378.83,379.61,379.0799,2091826,0.7457358475061255,0.8719670905135278
6726,2021-01-07 15:15:00,379.07,379.01,379.61,379.465,1580138,0.7399063769874488,0.8455549478083121
6727,2021-01-07 15:30:00,379.465,379.285,379.7,379.61,3095816,0.738474098068366,0.8241387778603229
6728,2021-01-07 15:45:00,379.6,378.95,379.9,379.06,7311399,0.6850616391081985,0.7963233501098981
6729,2021-01-08 09:30:00,380.59,380.19,381.215,381.01,3268261,0.7909628562862849,0.7952512513451755
6730,2021-01-08 09:45:00,381.005,380.05,381.08,380.51,1979506,0.8250340337758644,0.8012078078313133
6731,2021-01-08 10:00:00,380.54,380.54,381.04,380.65,1780650,0.8534939701705753,0.8116650402991658
6732,2021-01-08 10:15:00,380.66,378.84,380.91,378.92,2567408,0.7280595161188899,0.7949439354631107
6733,2021-01-08 10:30:00,378.91,378.895,380.37,380.2619,2003582,0.7285338382592954,0.7816619160223477
6734,2021-01-08 10:45:00,380.27,380.25,380.76,380.55,1669703,0.7435854144291056,0.7740466157036994
6735,2021-01-08 11:00:00,380.55,380.0,380.84,380.21,1703364,0.7197815448820393,0.7631936015393674
6736,2021-01-08 11:15:00,380.23,379.57,380.26,379.99,1851226,0.675379293300864,0.7456307398916668
6737,2021-01-08 11:30:00,379.98,379.59,380.0,379.83,1242529,0.6201310415686407,0.7205308002270616
6738,2021-01-08 11:45:00,379.82,379.55,380.24,380.24,1656954,0.6024849065468629,0.6969216214910219
6739,2021-01-08 12:00:00,380.24,379.6021,380.54,380.5,858721,0.6025344029652047,0.6780441777858585
6740,2021-01-08 12:15:00,380.505,380.29,380.67,380.38,1456779,0.5861340437149352,0.6596621509716739
6741,2021-01-08 12:30:00,380.38,380.25,380.49,380.3,467340,0.5602234027785471,0.6397744013330486
6742,2021-01-08 12:45:00,380.3,379.59,380.35,379.77,728545,0.4912595285089765,0.6100714267682342
6743,2021-01-08 13:00:00,379.75,379.4,379.9,379.6161,1621927,0.41935268082193033,0.5719276775789734
6744,2021-01-08 13:15:00,379.63,377.8001,379.64,378.665,2482709,0.2823652339921523,0.5140151888616092
6745,2021-01-08 13:30:00,378.67,377.1,378.72,377.67,2932785,0.0924478299632483,0.4297017170819371
6746,2021-01-08 13:45:00,377.665,377.555,378.48,378.24,2235354,-0.011931308007660846,0.34137511206401755
6747,2021-01-08 14:00:00,378.24,378.17,379.43,378.82,3185881,-0.0473060593181458,0.26363887778758494
6748,2021-01-08 14:15:00,378.8118,378.77,379.52,379.52,1713146,-0.018641764084861734,0.2071827494130956
6749,2021-01-08 14:30:00,379.51,378.84,379.64,378.99,2134530,-0.0382507434424042,0.15809605084199566
6750,2021-01-08 14:45:00,378.99,378.825,380.08,379.99,2494727,0.026594081772600475,0.1317956570281166
6751,2021-01-08 15:00:00,379.99,379.94,380.6625,380.48,2093817,0.11618368464155537,0.12867326255080436
6752,2021-01-08 15:15:00,380.48,380.06,380.64,380.475,3063372,0.18465207794758953,0.1398690256301614
6753,2021-01-08 15:30:00,380.48,380.225,380.95,380.905,3530091,0.27049310315373987,0.1659938411348771
6754,2021-01-08 15:45:00,380.91,380.85,381.49,381.24,9186499,0.36138857186909945,0.20507278728172157
6755,2021-01-11 09:30:00,377.85,377.7189,378.92,378.3799,4423710,0.20032845679571665,0.2041239211845206
6756,2021-01-11 09:45:00,378.38,377.75,379.3,379.09,3622502,0.12850496542142764,0.18900013003190202
6757,2021-01-11 10:00:00,379.1,378.94,379.4,379.04,1485158,0.06677995120600144,0.16455609426672194
6758,2021-01-11 10:15:00,379.03,378.84,379.82,379.66,1663078,0.06711756170722083,0.14506838775482173
6759,2021-01-11 10:30:00,379.66,379.5,379.89,379.61,1147021,0.06262859487247852,0.12858042917835308
6760,2021-01-11 10:45:00,379.6105,378.97,379.635,379.5232,1407193,0.05147366535953779,0.11315907641459003
6761,2021-01-11 11:00:00,379.52,378.58,379.58,378.886,1074172,-0.008683315488042354,0.08879059803406356
6762,2021-01-11 11:15:00,378.9,378.88,379.97,379.85,1460855,0.02118438687341495,0.07526935580193383
6763,2021-01-11 11:30:00,379.85,379.6,379.93,379.76,1750460,0.03716410368798506,0.06764830537914408
6764,2021-01-11 11:45:00,379.77,379.57,379.9,379.8169,511422,0.05379933362888778,0.06487851102909283
6765,2021-01-11 12:00:00,379.82,379.72,380.09,379.8337,855141,0.06755970656115551,0.06541475013550536
6766,2021-01-11 12:15:00,379.83,379.71,379.99,379.8862,754924,0.08175874852736342,0.06868354981387698
6767,2021-01-11 12:30:00,379.89,379.88,380.45,380.3037,1125293,0.12525647373132642,0.07999813459736688
6768,2021-01-11 12:45:00,380.3065,380.15,380.58,380.24,624642,0.15282698238132753,0.09456390415415901
6769,2021-01-11 13:00:00,380.249,380.23,380.45,380.41,822946,0.1862474437751871,0.11290061207836463
6770,2021-01-11 13:15:00,380.42,379.65,380.48,379.7358,1105233,0.15652675177580022,0.12162584001785176
6771,2021-01-11 13:30:00,379.74,379.21,379.82,379.33,904581,0.09908601870756684,0.11711787575579478
6772,2021-01-11 13:45:00,379.34,378.78,379.47,379.24,1382353,0.045773922785656396,0.10284908516176712
6773,2021-01-11 14:00:00,379.24,378.86,379.2411,379.015,859061,-0.014465171429947077,0.07938623384342429
6774,2021-01-11 14:15:00,379.0137,378.3101,379.11,378.68,1688536,-0.08821984443159181,0.04586501818842108
6775,2021-01-11 14:30:00,378.67,378.45,379.04,378.97,1229666,-0.12186558716012996,0.012318897118710866
6776,2021-01-11 14:45:00,378.97,378.86,379.6,379.52,1474146,-0.10296278631028599,-0.010737439567088506
6777,2021-01-11 15:00:00,379.53,378.73,379.64,378.86,1852368,-0.13962910716799115,-0.036515773087269034
6778,2021-01-11 15:15:00,378.8598,378.23,379.05,378.2699,1851478,-0.21383857100613568,-0.07198033267104237
6779,2021-01-11 15:30:00,378.27,378.12,378.79,378.29,2739962,-0.2679395632325736,-0.11117217878334862
6780,2021-01-11 15:45:00,378.295,378.295,379.33,378.74,6489410,-0.27137550229053886,-0.14321284348478666
6781,2021-01-12 09:30:00,378.89,378.58,379.29,378.7599,2760941,-0.2693874146317512,-0.16844775771417958
6782,2021-01-12 09:45:00,378.76,377.75,378.84,378.82,2104813,-0.25996555205432514,-0.18675131658220873
6783,2021-01-12 10:00:00,378.82,378.28,379.105,378.89,1167262,-0.24403713491176404,-0.19820848024811982
6784,2021-01-12 10:15:00,378.89,378.71,379.73,379.3,1813495,-0.19607000313442313,-0.1977807848253805
6785,2021-01-12 10:30:00,379.3,379.09,379.53,379.14,821392,-0.1690180337574816,-0.19202823461180074
6786,2021-01-12 10:45:00,379.14,378.85,379.42,379.1393,2006697,-0.14595317987237877,-0.18281322366391634
6787,2021-01-12 11:00:00,379.14,378.8,379.71,379.705,1200295,-0.08109207577575717,-0.1624689940862845
6788,2021-01-12 11:15:00,379.7,378.8901,379.86,378.9701,914478,-0.08797534663142415,-0.14757026459531244
6789,2021-01-12 11:30:00,378.97,378.4,379.04,378.478,1517204,-0.1316214950609833,-0.14438051068844662
6790,2021-01-12 11:45:00,378.4718,377.85,378.52,378.29,1020288,-0.17931438633706875,-0.15136728581817105
6791,2021-01-12 12:00:00,378.28,376.62,378.33,376.755,2725367,-0.33708728535572163,-0.18851128572568115
6792,2021-01-12 12:15:00,376.75,376.36,377.53,377.51,2213432,-0.3966291602523029,-0.23013486063100552
6793,2021-01-12 12:30:00,377.5,377.01,377.91,377.8288,1203326,-0.4133274478750195,-0.26677337807980833
6794,2021-01-12 12:45:00,377.825,377.4999,378.0878,378.01,1464133,-0.4072451666920074,-0.2948677358022481
6795,2021-01-12 13:00:00,378.02,377.82,378.337,378.28,1179666,-0.3763004145777131,-0.31115427155734116
6796,2021-01-12 13:15:00,378.29,377.77,378.55,378.51,1000407,-0.3294200485100305,-0.31480742694787905
6797,2021-01-12 13:30:00,378.53,378.4,379.16,378.82,1434619,-0.26420699761933975,-0.3046873410821712
6798,2021-01-12 13:45:00,378.82,378.62,378.945,378.8801,806876,-0.20530894352975793,-0.2848116615716886
6799,2021-01-12 14:00:00,378.895,378.8,379.46,379.09,1655461,-0.14007988185244358,-0.2558653056278396
6800,2021-01-12 14:15:00,379.08,378.78,379.16,378.81,806351,-0.10971432205565179,-0.22663510891340205
6801,2021-01-12 14:30:00,378.82,378.465,379.31,378.535,1661978,-0.10661065757608412,-0.2026302186459385
6802,2021-01-12 14:45:00,378.54,378.15,378.8,378.74,1320668,-0.08661079899434299,-0.1794263347156194
6803,2021-01-12 15:00:00,378.745,378.66,379.15,378.69,2382637,-0.07394298045880987,-0.15832966386425748
6804,2021-01-12 15:15:00,378.7,378.58,379.21,378.7899,1997505,-0.05520616558959546,-0.1377049642093251
6805,2021-01-12 15:30:00,378.78,378.59,379.03,378.97,2366256,-0.025530243220998727,-0.11527002001165984
6806,2021-01-12 15:45:00,378.995,378.73,379.5,378.81,5761328,-0.014752466513698437,-0.09516650931206758
6807,2021-01-13 09:30:00,378.69,378.565,379.29,378.59,2112401,-0.02369007773722842,-0.08087122299709976
6808,2021-01-13 09:45:00,378.595,378.58,379.14,378.848,1794983,-0.009841310715842155,-0.06666524054084824
6809,2021-01-13 10:00:00,378.8401,377.85,379.04,378.7519,2789175,-0.006545082300647209,-0.05464120889280804
6810,2021-01-13 10:15:00,378.755,378.69,379.31,379.26,1096268,0.036644214404134345,-0.036384124233419565
6811,2021-01-13 10:30:00,379.2689,379.16,379.53,379.41,1199694,0.08203019655860544,-0.012701260075014566
6812,2021-01-13 10:45:00,379.41,379.3285,379.79,379.75,2280285,0.1437767045535452,0.018594332850697386
6813,2021-01-13 11:00:00,379.745,379.22,379.94,379.38,1095744,0.16099944780256692,0.047075355841071295
6814,2021-01-13 11:15:00,379.38,379.23,379.84,379.65,829111,0.19419676005969677,0.0764996366847964
6815,2021-01-13 11:30:00,379.645,379.48,379.88,379.841,925487,0.2332294490354343,0.10784559915492398
6816,2021-01-13 11:45:00,379.845,379.42,379.85,379.59,574997,0.2411299381300296,0.1345024669499451
6817,2021-01-13 12:00:00,379.62,379.14,379.63,379.175,996867,0.21146644738496434,0.14989526303694897
6818,2021-01-13 12:15:00,379.1741,379.09,379.68,379.6569,927654,0.2242581119307374,0.16476783281570667
